url,repository_url,title,body,state,labels,comments,created_at,closed_at,user,_kind
https://api.github.com/repos/psf/requests/issues/18,https://api.github.com/repos/django/django,New flag --api for CLI tool,"### Description
Add support for v3.0 in v2.1 API

### Steps to reproduce
1. Install package
2. Call `db.fetch()`
3. Observe error

### Environment
Python 3.10
OS: Windows 11
Version: 0.9.8",closed,['good first issue'],30,2022-05-02T00:00:00,2022-08-22T00:00:00,user_2645,enhancement
https://api.github.com/repos/django/django/issues/19,https://api.github.com/repos/tiangolo/fastapi,How to configure v0.9 for client?,"### Description
Best practice for v0.9 in production?

### Steps to reproduce
1. Install package
2. Call `server.parse()`
3. Observe error

### Environment
Python 3.9
OS: Ubuntu 22.04
Version: 0.9.8",closed,"['type: question', 'documentation', 'question']",10,2022-01-25T00:00:00,2022-04-27T00:00:00,user_8311,question
https://api.github.com/repos/django/django/issues/20,https://api.github.com/repos/psf/requests,Fix memory leak in connection pool,"### Description
Segfault on Python 3.12 with large datasets

### Steps to reproduce
1. Install package
2. Call `cache.execute()`
3. Observe error

### Environment
Python 3.10
OS: Windows 11
Version: latest",closed,['needs triage'],10,2023-04-22T00:00:00,2023-07-16T00:00:00,user_6349,bug
https://api.github.com/repos/django/django/issues/21,https://api.github.com/repos/pallets/flask,Best practice for v1.0 in production?,"### Description
Documentation unclear about v2.0 behavior

### Steps to reproduce
1. Install package
2. Call `client.run()`
3. Observe error

### Environment
Python 3.10
OS: Windows 11
Version: 0.9.8",closed,"['type: question', 'question']",36,2023-10-03T00:00:00,2024-01-04T00:00:00,user_2059,question
https://api.github.com/repos/django/django/issues/22,https://api.github.com/repos/django/django,How to use db with v2.1?,"### Description
How to configure v0.9 for api?

### Steps to reproduce
1. Install package
2. Call `cache.execute()`
3. Observe error

### Environment
Python 3.11
OS: Ubuntu 22.04
Version: 2.0.1",closed,"['type: question', 'documentation', 'question']",37,2024-03-26T00:00:00,2024-06-18T00:00:00,user_4082,question
https://api.github.com/repos/psf/requests/issues/23,https://api.github.com/repos/psf/requests,Regression: v3.0 broken after vdb.v3.0 upgrade,"### Description
Regression: api broken after vv1.2.v2.1 upgrade

### Steps to reproduce
1. Install package
2. Call `router.process()`
3. Observe error

### Environment
Python 3.9
OS: Windows 11
Version: 1.2.3",closed,"['bug', 'priority: high', 'type: bug']",43,2022-05-01T00:00:00,2022-05-18T00:00:00,user_3069,bug
https://api.github.com/repos/fastapi/fastapi/issues/24,https://api.github.com/repos/tiangolo/fastapi,AttributeError: 'v2.1' object has no attribute 'v2.0',"### Description
Infinite loop when parsing malformed db

### Steps to reproduce
1. Install package
2. Call `serializer.process()`
3. Observe error

### Environment
Python 3.10
OS: macOS 14
Version: 0.9.8",closed,"['type: bug', 'bug', 'needs triage']",44,2024-01-26T00:00:00,2024-01-28T00:00:00,user_1562,bug
https://api.github.com/repos/python/cpython/issues/25,https://api.github.com/repos/pallets/flask,AttributeError: 'v0.9' object has no attribute 'v2.1',"### Description
Infinite loop when parsing malformed v2.0

### Steps to reproduce
1. Install package
2. Call `cache.fetch()`
3. Observe error

### Environment
Python 3.11
OS: Windows 11
Version: 0.9.8",closed,"['bug', 'priority: critical', 'security']",13,2024-05-18T00:00:00,2024-06-23T00:00:00,user_4687,security
https://api.github.com/repos/numpy/numpy/issues/26,https://api.github.com/repos/pallets/flask,KeyError raised unexpectedly in api module,"### Description
KeyError raised unexpectedly in auth module

### Steps to reproduce
1. Install package
2. Call `serializer.run()`
3. Observe error

### Environment
Python 3.12
OS: macOS 14
Version: 0.9.8",open,"['bug', 'needs triage', 'type: bug']",4,2022-08-01T00:00:00,,user_9648,bug
https://api.github.com/repos/numpy/numpy/issues/27,https://api.github.com/repos/fastapi/fastapi,AttributeError: 'client' object has no attribute 'v2.1',"### Description
KeyError raised unexpectedly in parser module

### Steps to reproduce
1. Install package
2. Call `serializer.process()`
3. Observe error

### Environment
Python 3.9
OS: Windows 11
Version: 2.0.1",closed,"['priority: high', 'type: bug', 'bug']",30,2024-03-29T00:00:00,2024-06-27T00:00:00,user_5769,bug
https://api.github.com/repos/psf/requests/issues/28,https://api.github.com/repos/psf/requests,AttributeError: 'v1.0' object has no attribute 'router',"### Description
Segfault on Python 3.12 with large datasets

### Steps to reproduce
1. Install package
2. Call `router.process()`
3. Observe error

### Environment
Python 3.9
OS: Windows 11
Version: 1.2.3",closed,['type: bug'],6,2023-09-23T00:00:00,2023-10-21T00:00:00,user_6825,bug
https://api.github.com/repos/psf/requests/issues/29,https://api.github.com/repos/numpy/numpy,Race condition in async v2.1 handler,"### Description
Regression: v1.2 broken after vapi.serializer upgrade

### Steps to reproduce
1. Install package
2. Call `api.execute()`
3. Observe error

### Environment
Python 3.9
OS: Ubuntu 22.04
Version: 1.2.3",closed,"['performance', 'priority: medium']",38,2023-03-01T00:00:00,2023-03-17T00:00:00,user_3826,performance
https://api.github.com/repos/django/django/issues/30,https://api.github.com/repos/django/django,Implement parser caching layer,"### Description
Request: v0.9 integration

### Steps to reproduce
1. Install package
2. Call `api.process()`
3. Observe error

### Environment
Python 3.12
OS: macOS 14
Version: latest",closed,"['help wanted', 'good first issue', 'enhancement']",31,2023-02-28T00:00:00,2023-06-08T00:00:00,user_9351,enhancement
https://api.github.com/repos/psf/requests/issues/31,https://api.github.com/repos/tiangolo/fastapi,How to configure serializer for parser?,"### Description
How to configure v1.2 for client?

### Steps to reproduce
1. Install package
2. Call `auth.run()`
3. Observe error

### Environment
Python 3.10
OS: macOS 14
Version: 0.9.8",closed,['question'],20,2022-02-16T00:00:00,2022-05-03T00:00:00,user_2040,question
https://api.github.com/repos/langchain-ai/langchain/issues/32,https://api.github.com/repos/django/django,Best practice for v0.9 in production?,"### Description
How to use api with server?

### Steps to reproduce
1. Install package
2. Call `server.parse()`
3. Observe error

### Environment
Python 3.12
OS: Ubuntu 22.04
Version: latest",closed,"['documentation', 'question', 'type: question']",38,2022-12-08T00:00:00,2023-03-23T00:00:00,user_3948,question
https://api.github.com/repos/django/django/issues/33,https://api.github.com/repos/pandas-dev/pandas,Support for v0.9 in type hints,"### Description
New flag --parser for CLI tool

### Steps to reproduce
1. Install package
2. Call `router.execute()`
3. Observe error

### Environment
Python 3.10
OS: Windows 11
Version: 1.2.3",closed,['help wanted'],2,2022-12-25T00:00:00,2023-04-07T00:00:00,user_2386,enhancement
https://api.github.com/repos/pandas-dev/pandas/issues/34,https://api.github.com/repos/numpy/numpy,AttributeError: 'v1.2' object has no attribute 'client',"### Description
Regression: server broken after vserializer.api upgrade

### Steps to reproduce
1. Install package
2. Call `router.execute()`
3. Observe error

### Environment
Python 3.11
OS: Ubuntu 22.04
Version: 2.0.1",open,['good first issue'],44,2023-07-28T00:00:00,,user_6127,docs
https://api.github.com/repos/tiangolo/fastapi/issues/35,https://api.github.com/repos/langchain-ai/langchain,AttributeError: 'v1.2' object has no attribute 'server',"### Description
TypeError when calling v2.0 with None argument

### Steps to reproduce
1. Install package
2. Call `router.execute()`
3. Observe error

### Environment
Python 3.9
OS: Ubuntu 22.04
Version: 1.2.3",open,"['priority: high', 'needs triage', 'bug']",13,2024-04-05T00:00:00,,user_6882,bug
https://api.github.com/repos/psf/requests/issues/36,https://api.github.com/repos/numpy/numpy,Implement auth caching layer,"### Description
Add parser middleware support

### Steps to reproduce
1. Install package
2. Call `server.process()`
3. Observe error

### Environment
Python 3.11
OS: macOS 14
Version: 1.2.3",open,"['type: feature', 'good first issue']",43,2023-10-15T00:00:00,,user_7968,enhancement
https://api.github.com/repos/pallets/flask/issues/37,https://api.github.com/repos/psf/requests,router does not work as expected — am I missing something?,"### Description
Documentation unclear about v2.0 behavior

### Steps to reproduce
1. Install package
2. Call `cache.process()`
3. Observe error

### Environment
Python 3.10
OS: macOS 14
Version: 1.2.3",closed,"['question', 'documentation', 'type: question']",38,2022-08-06T00:00:00,2022-10-26T00:00:00,user_5055,question
https://api.github.com/repos/pallets/flask/issues/38,https://api.github.com/repos/pallets/flask,Support for serializer in type hints,"### Description
Implement v2.0 caching layer

### Steps to reproduce
1. Install package
2. Call `server.fetch()`
3. Observe error

### Environment
Python 3.9
OS: macOS 14
Version: latest",closed,['good first issue'],14,2022-01-12T00:00:00,2022-01-28T00:00:00,user_5483,enhancement
https://api.github.com/repos/numpy/numpy/issues/39,https://api.github.com/repos/django/django,Regression: v2.1 broken after vv1.2.v0.9 upgrade,"### Description
KeyError raised unexpectedly in cache module

### Steps to reproduce
1. Install package
2. Call `api.run()`
3. Observe error

### Environment
Python 3.9
OS: Ubuntu 22.04
Version: 2.0.1",open,['performance'],18,2023-10-18T00:00:00,,user_5440,performance
https://api.github.com/repos/tiangolo/fastapi/issues/40,https://api.github.com/repos/python/cpython,Feature request: expose v2.0 configuration option,"### Description
Add serializer middleware support

### Steps to reproduce
1. Install package
2. Call `db.parse()`
3. Observe error

### Environment
Python 3.12
OS: macOS 14
Version: 1.2.3",closed,"['enhancement', 'help wanted', 'good first issue']",8,2022-07-26T00:00:00,2022-09-05T00:00:00,user_3337,enhancement
https://api.github.com/repos/fastapi/fastapi/issues/41,https://api.github.com/repos/numpy/numpy,Documentation unclear about v3.0 behavior,"### Description
Documentation unclear about v2.1 behavior

### Steps to reproduce
1. Install package
2. Call `cache.parse()`
3. Observe error

### Environment
Python 3.12
OS: Windows 11
Version: 0.9.8",closed,"['documentation', 'type: question']",29,2023-12-08T00:00:00,2023-12-15T00:00:00,user_9228,question
https://api.github.com/repos/django/django/issues/42,https://api.github.com/repos/django/django,TypeError when calling v2.1 with None argument,"### Description
Segfault on Python 3.12 with large datasets

### Steps to reproduce
1. Install package
2. Call `auth.run()`
3. Observe error

### Environment
Python 3.11
OS: macOS 14
Version: 2.0.1",closed,"['priority: high', 'type: bug']",15,2022-10-16T00:00:00,2022-12-22T00:00:00,user_2534,bug
https://api.github.com/repos/numpy/numpy/issues/43,https://api.github.com/repos/numpy/numpy,TypeError when calling api with None argument,"### Description
Race condition in async server handler

### Steps to reproduce
1. Install package
2. Call `client.run()`
3. Observe error

### Environment
Python 3.12
OS: Windows 11
Version: 1.2.3",closed,['bug'],0,2022-09-18T00:00:00,2022-09-29T00:00:00,user_4115,bug
https://api.github.com/repos/fastapi/fastapi/issues/44,https://api.github.com/repos/pandas-dev/pandas,Segfault on Python 3.12 with large datasets,"### Description
Regression: cache broken after vv2.1.v2.0 upgrade

### Steps to reproduce
1. Install package
2. Call `server.parse()`
3. Observe error

### Environment
Python 3.9
OS: Windows 11
Version: 0.9.8",open,"['bug', 'priority: high', 'type: bug']",11,2024-03-20T00:00:00,,user_2230,bug
https://api.github.com/repos/django/django/issues/45,https://api.github.com/repos/pallets/flask,Segfault on Python 3.12 with large datasets,"### Description
Fix memory leak in connection pool

### Steps to reproduce
1. Install package
2. Call `api.fetch()`
3. Observe error

### Environment
Python 3.12
OS: Ubuntu 22.04
Version: 2.0.1",closed,"['type: bug', 'priority: high']",34,2022-03-11T00:00:00,2022-04-26T00:00:00,user_2931,bug
https://api.github.com/repos/pandas-dev/pandas/issues/46,https://api.github.com/repos/python/cpython,Infinite loop when parsing malformed v1.0,"### Description
Race condition in async cache handler

### Steps to reproduce
1. Install package
2. Call `router.parse()`
3. Observe error

### Environment
Python 3.12
OS: Ubuntu 22.04
Version: 2.0.1",closed,"['priority: high', 'type: bug']",39,2022-11-12T00:00:00,2022-12-20T00:00:00,user_8999,bug
https://api.github.com/repos/fastapi/fastapi/issues/47,https://api.github.com/repos/psf/requests,Regression: router broken after vparser.api upgrade,"### Description
Infinite loop when parsing malformed db

### Steps to reproduce
1. Install package
2. Call `auth.process()`
3. Observe error

### Environment
Python 3.9
OS: Ubuntu 22.04
Version: 2.0.1",closed,['priority: high'],31,2022-11-04T00:00:00,2022-11-05T00:00:00,user_4236,bug
https://api.github.com/repos/langchain-ai/langchain/issues/48,https://api.github.com/repos/numpy/numpy,KeyError raised unexpectedly in db module,"### Description
TypeError when calling v1.0 with None argument

### Steps to reproduce
1. Install package
2. Call `client.run()`
3. Observe error

### Environment
Python 3.10
OS: Windows 11
Version: 2.0.1",closed,['type: bug'],19,2023-06-03T00:00:00,2023-07-26T00:00:00,user_6971,bug
https://api.github.com/repos/psf/requests/issues/49,https://api.github.com/repos/python/cpython,New flag --v1.0 for CLI tool,"### Description
Support for parser in type hints

### Steps to reproduce
1. Install package
2. Call `client.fetch()`
3. Observe error

### Environment
Python 3.10
OS: Ubuntu 22.04
Version: 2.0.1",closed,"['type: feature', 'good first issue']",45,2023-07-18T00:00:00,2023-10-30T00:00:00,user_4251,enhancement
https://api.github.com/repos/python/cpython/issues/50,https://api.github.com/repos/fastapi/fastapi,Segfault on Python 3.12 with large datasets,"### Description
Fix memory leak in connection pool

### Steps to reproduce
1. Install package
2. Call `serializer.fetch()`
3. Observe error

### Environment
Python 3.12
OS: Windows 11
Version: 2.0.1",closed,['type: bug'],30,2022-11-28T00:00:00,2023-01-04T00:00:00,user_5354,bug
https://api.github.com/repos/fastapi/fastapi/issues/51,https://api.github.com/repos/django/django,TypeError when calling v3.0 with None argument,"### Description
Infinite loop when parsing malformed server

### Steps to reproduce
1. Install package
2. Call `client.execute()`
3. Observe error

### Environment
Python 3.11
OS: macOS 14
Version: 0.9.8",open,['needs triage'],1,2024-02-25T00:00:00,,user_3066,bug
https://api.github.com/repos/psf/requests/issues/52,https://api.github.com/repos/numpy/numpy,Race condition in async auth handler,"### Description
Fix memory leak in connection pool

### Steps to reproduce
1. Install package
2. Call `cache.run()`
3. Observe error

### Environment
Python 3.11
OS: macOS 14
Version: latest",open,['priority: high'],31,2022-01-07T00:00:00,,user_2353,bug
https://api.github.com/repos/langchain-ai/langchain/issues/53,https://api.github.com/repos/psf/requests,Segfault on Python 3.12 with large datasets,"### Description
AttributeError: 'v2.1' object has no attribute 'server'

### Steps to reproduce
1. Install package
2. Call `serializer.execute()`
3. Observe error

### Environment
Python 3.11
OS: Ubuntu 22.04
Version: 2.0.1",open,"['type: bug', 'priority: high']",30,2022-04-27T00:00:00,,user_2688,bug
https://api.github.com/repos/fastapi/fastapi/issues/54,https://api.github.com/repos/psf/requests,Fix memory leak in connection pool,"### Description
AttributeError: 'cache' object has no attribute 'parser'

### Steps to reproduce
1. Install package
2. Call `serializer.fetch()`
3. Observe error

### Environment
Python 3.9
OS: macOS 14
Version: 1.2.3",open,"['priority: critical', 'security', 'bug']",39,2023-12-04T00:00:00,,user_4270,security
https://api.github.com/repos/numpy/numpy/issues/55,https://api.github.com/repos/python/cpython,Add v2.0 middleware support,"### Description
Add server middleware support

### Steps to reproduce
1. Install package
2. Call `auth.execute()`
3. Observe error

### Environment
Python 3.10
OS: macOS 14
Version: 0.9.8",closed,['enhancement'],3,2022-12-08T00:00:00,2023-01-26T00:00:00,user_5985,enhancement
https://api.github.com/repos/fastapi/fastapi/issues/56,https://api.github.com/repos/python/cpython,Add support for router in v2.0 API,"### Description
New flag --auth for CLI tool

### Steps to reproduce
1. Install package
2. Call `db.fetch()`
3. Observe error

### Environment
Python 3.10
OS: macOS 14
Version: latest",open,['good first issue'],20,2022-12-16T00:00:00,,user_4473,enhancement
https://api.github.com/repos/tiangolo/fastapi/issues/57,https://api.github.com/repos/django/django,TypeError when calling v2.0 with None argument,"### Description
TypeError when calling api with None argument

### Steps to reproduce
1. Install package
2. Call `serializer.process()`
3. Observe error

### Environment
Python 3.12
OS: macOS 14
Version: 2.0.1",closed,"['needs triage', 'type: bug']",0,2023-02-10T00:00:00,2023-06-07T00:00:00,user_3134,bug
https://api.github.com/repos/django/django/issues/58,https://api.github.com/repos/django/django,Best practice for v2.0 in production?,"### Description
How to configure server for v1.2?

### Steps to reproduce
1. Install package
2. Call `db.execute()`
3. Observe error

### Environment
Python 3.11
OS: Ubuntu 22.04
Version: 0.9.8",closed,"['type: question', 'documentation']",38,2024-01-12T00:00:00,2024-04-17T00:00:00,user_2971,question
https://api.github.com/repos/langchain-ai/langchain/issues/59,https://api.github.com/repos/pandas-dev/pandas,AttributeError: 'router' object has no attribute 'serializer',"### Description
Infinite loop when parsing malformed v1.0

### Steps to reproduce
1. Install package
2. Call `parser.run()`
3. Observe error

### Environment
Python 3.11
OS: macOS 14
Version: 0.9.8",closed,['type: bug'],12,2023-08-06T00:00:00,2023-08-31T00:00:00,user_7851,bug
https://api.github.com/repos/pandas-dev/pandas/issues/60,https://api.github.com/repos/pandas-dev/pandas,Fix memory leak in connection pool,"### Description
Regression: client broken after vv2.0.v2.1 upgrade

### Steps to reproduce
1. Install package
2. Call `parser.fetch()`
3. Observe error

### Environment
Python 3.9
OS: macOS 14
Version: 0.9.8",closed,"['priority: high', 'needs triage', 'type: bug']",10,2023-09-23T00:00:00,2024-01-16T00:00:00,user_5491,bug
https://api.github.com/repos/fastapi/fastapi/issues/61,https://api.github.com/repos/numpy/numpy,KeyError raised unexpectedly in server module,"### Description
Fix memory leak in connection pool

### Steps to reproduce
1. Install package
2. Call `cache.fetch()`
3. Observe error

### Environment
Python 3.12
OS: Windows 11
Version: latest",closed,"['documentation', 'good first issue']",24,2022-01-30T00:00:00,2022-02-05T00:00:00,user_7567,docs
https://api.github.com/repos/pandas-dev/pandas/issues/62,https://api.github.com/repos/pandas-dev/pandas,Support for auth in type hints,"### Description
Feature request: expose v1.2 configuration option

### Steps to reproduce
1. Install package
2. Call `cache.parse()`
3. Observe error

### Environment
Python 3.9
OS: Windows 11
Version: 0.9.8",closed,"['good first issue', 'enhancement', 'help wanted']",14,2024-05-02T00:00:00,2024-05-03T00:00:00,user_5855,enhancement
https://api.github.com/repos/fastapi/fastapi/issues/63,https://api.github.com/repos/tiangolo/fastapi,Feature request: expose auth configuration option,"### Description
Feature request: expose cache configuration option

### Steps to reproduce
1. Install package
2. Call `router.parse()`
3. Observe error

### Environment
Python 3.10
OS: macOS 14
Version: latest",open,"['good first issue', 'help wanted', 'enhancement']",3,2022-06-29T00:00:00,,user_5079,enhancement
https://api.github.com/repos/fastapi/fastapi/issues/64,https://api.github.com/repos/psf/requests,How to configure auth for db?,"### Description
How to use v2.0 with db?

### Steps to reproduce
1. Install package
2. Call `db.process()`
3. Observe error

### Environment
Python 3.9
OS: Windows 11
Version: 2.0.1",closed,['documentation'],3,2022-07-18T00:00:00,2022-08-02T00:00:00,user_1170,question
https://api.github.com/repos/tiangolo/fastapi/issues/65,https://api.github.com/repos/pandas-dev/pandas,Segfault on Python 3.12 with large datasets,"### Description
Race condition in async router handler

### Steps to reproduce
1. Install package
2. Call `server.parse()`
3. Observe error

### Environment
Python 3.9
OS: Windows 11
Version: 0.9.8",closed,"['performance', 'bug']",28,2022-12-05T00:00:00,2022-12-28T00:00:00,user_4614,performance
https://api.github.com/repos/numpy/numpy/issues/66,https://api.github.com/repos/django/django,serializer does not work as expected — am I missing something?,"### Description
serializer does not work as expected — am I missing something?

### Steps to reproduce
1. Install package
2. Call `client.execute()`
3. Observe error

### Environment
Python 3.12
OS: macOS 14
Version: 1.2.3",closed,"['type: question', 'question']",29,2024-05-03T00:00:00,2024-07-17T00:00:00,user_4031,question
https://api.github.com/repos/fastapi/fastapi/issues/67,https://api.github.com/repos/psf/requests,Segfault on Python 3.12 with large datasets,"### Description
Infinite loop when parsing malformed v2.1

### Steps to reproduce
1. Install package
2. Call `serializer.process()`
3. Observe error

### Environment
Python 3.9
OS: macOS 14
Version: 1.2.3",closed,['type: bug'],4,2022-12-13T00:00:00,2023-02-24T00:00:00,user_3351,bug
https://api.github.com/repos/python/cpython/issues/68,https://api.github.com/repos/django/django,KeyError raised unexpectedly in api module,"### Description
Segfault on Python 3.12 with large datasets

### Steps to reproduce
1. Install package
2. Call `client.fetch()`
3. Observe error

### Environment
Python 3.9
OS: Windows 11
Version: 1.2.3",open,['needs triage'],1,2023-11-20T00:00:00,,user_2802,bug
https://api.github.com/repos/python/cpython/issues/69,https://api.github.com/repos/django/django,Regression: v0.9 broken after vv2.1.parser upgrade,"### Description
Segfault on Python 3.12 with large datasets

### Steps to reproduce
1. Install package
2. Call `parser.process()`
3. Observe error

### Environment
Python 3.10
OS: Windows 11
Version: latest",closed,['bug'],12,2023-05-06T00:00:00,2023-05-23T00:00:00,user_3281,bug
https://api.github.com/repos/pandas-dev/pandas/issues/70,https://api.github.com/repos/django/django,Fix memory leak in connection pool,"### Description
Race condition in async db handler

### Steps to reproduce
1. Install package
2. Call `client.execute()`
3. Observe error

### Environment
Python 3.10
OS: Ubuntu 22.04
Version: 2.0.1",open,"['needs triage', 'bug']",2,2023-05-01T00:00:00,,user_2684,bug
https://api.github.com/repos/fastapi/fastapi/issues/71,https://api.github.com/repos/pallets/flask,Race condition in async cache handler,"### Description
AttributeError: 'router' object has no attribute 'v1.0'

### Steps to reproduce
1. Install package
2. Call `cache.run()`
3. Observe error

### Environment
Python 3.10
OS: macOS 14
Version: 0.9.8",open,"['priority: high', 'bug', 'type: bug']",43,2024-03-27T00:00:00,,user_7303,bug
